[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-04 05:38:17] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-04 05:38:18] [class-ss-setup-task.php:33] Creating archive directory: E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697\
[2025-03-04 05:38:18] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/wp_site_live/
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/ai/product-image-unification-example.gif
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Canvas.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Preview.jpg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor/footer.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor/header.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor/product.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor/products.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor/search-results.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor/single-page.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor/single-post.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/blur.png
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/containers-announcement.png
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/contrast.png
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/eyedropper.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/go-pro.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/information.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/kit-is-live.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/library-connect/left-1.png
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/library-connect/left-2.png
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/library-connect/right-1.png
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/library-connect/right-2.png
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/logo-icon.png
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/logo-panel.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/logo-platform.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/no-search-results.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/placeholder.png
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/unlock-sticky.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/arrow-negative.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/arrow.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/book-negative.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/book.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/clouds-negative.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/clouds.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/curve-asymmetrical-negative.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/curve-asymmetrical.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/curve-negative.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/curve.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/drops-negative.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/drops.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/mountains.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/opacity-fan.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/opacity-tilt.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/pyramids-negative.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/pyramids.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/split-negative.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/split.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/tilt.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/triangle-negative.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/triangle.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/wave-brush.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/waves-negative.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/waves-pattern.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/waves.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes/zigzag.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/mask-shapes/blob.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/mask-shapes/circle.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/mask-shapes/flower.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/mask-shapes/triangle.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/svg-paths/arc.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/svg-paths/circle.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/svg-paths/line.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/svg-paths/oval.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2025-03-04 05:38:19] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2025-03-04 05:38:19] [class-ss-archive-creation-job.php:204] We've found our next task: fetch_urls
[2025-03-04 05:38:19] [class-ss-archive-creation-job.php:172] Current task: fetch_urls
[2025-03-04 05:38:19] [class-ss-archive-creation-job.php:182] Performing task: fetch_urls
[2025-03-04 05:38:19] [class-ss-fetch-urls-task.php:66] Total pages: 834; Pages remaining: 834
[2025-03-04 05:38:19] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/
[2025-03-04 05:38:19] [class-ss-task.php:58] [PAGES STATUS] Remaining:834; Total: 834
[2025-03-04 05:38:19] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:19] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691cbddbb6-gCV1i9.tmp
[2025-03-04 05:38:19] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/?simply_static_page=2971
[2025-03-04 05:38:19] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/?simply_static_page=2971
[2025-03-04 05:38:20] [class-ss-url-fetcher.php:103] Filesize: 67704 bytes
[2025-03-04 05:38:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2025-03-04 05:38:20] [class-ss-url-fetcher.php:233] New filename for static page: /index.html
[2025-03-04 05:38:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691cbddbb6-gCV1i9.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/index.html
[2025-03-04 05:38:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:155] Adding 39 URLs to the queue
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:23] [class-ss-page.php:119] Checking Content Identical:e95fa1c14289bfc28f79c4a11e70e539c1891c2b===. Value: FALSE
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2025-03-04 05:38:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:833; Total: 834
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691cf638a1-CV4JDn.tmp
[2025-03-04 05:38:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json?simply_static_page=2972
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json?simply_static_page=2972
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:103] Filesize: 851 bytes
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691cf638a1-CV4JDn.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:23] [class-ss-page.php:119] Checking Content Identical:c2be3106d54785ca1e0cf07759baed3487deaf19===. Value: FALSE
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2025-03-04 05:38:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:832; Total: 834
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691cf6b6e2-jvMKMq.tmp
[2025-03-04 05:38:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animate.css/animate.css?simply_static_page=2973
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animate.css/animate.css?simply_static_page=2973
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:103] Filesize: 13369 bytes
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691cf6b6e2-jvMKMq.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:23] [class-ss-page.php:119] Checking Content Identical:eb934f5b426f03f62beaff2ebbdd82c6f2759ec4===. Value: FALSE
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2025-03-04 05:38:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:831; Total: 834
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691cf85e3f-pMAWTZ.tmp
[2025-03-04 05:38:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css?simply_static_page=2974
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css?simply_static_page=2974
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:103] Filesize: 8449 bytes
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691cf85e3f-pMAWTZ.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:23] [class-ss-page.php:119] Checking Content Identical:96fd188c16f8980195ac1e89dbcb46c6fb924d98===. Value: FALSE
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2025-03-04 05:38:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:830; Total: 834
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691cf9e1f8-P8rJbw.tmp
[2025-03-04 05:38:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?simply_static_page=2975
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?simply_static_page=2975
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:103] Filesize: 18468 bytes
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691cf9e1f8-P8rJbw.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:23] [class-ss-page.php:119] Checking Content Identical:5103ec2fbb389568ebf5cfe4fd721f3df2ff7aec===. Value: FALSE
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2025-03-04 05:38:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:829; Total: 834
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691cfb4e23-jfOXg7.tmp
[2025-03-04 05:38:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css?simply_static_page=2976
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css?simply_static_page=2976
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:103] Filesize: 518 bytes
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691cfb4e23-jfOXg7.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:23] [class-ss-page.php:119] Checking Content Identical:8d866704c52cec605fe0331f3b764221cdef7623===. Value: FALSE
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2025-03-04 05:38:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:828; Total: 834
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691cfbfc1c-rz2QNA.tmp
[2025-03-04 05:38:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css?simply_static_page=2977
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css?simply_static_page=2977
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:103] Filesize: 426 bytes
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
